station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
MTN,2019-07-07 13:45,84.20,82.40,94.35,160.00,5.00,0.00,29.91,M,10.00,M,SCT,BKN,M,M,2400.00,14000.00,M,M,M,M,M,M,M,M,M,100.74,KMTN 071745Z 16005KT 10SM SCT024 BKN140 29/28 A2991
MTN,2019-07-07 14:45,86.00,77.00,74.61,120.00,3.00,0.00,29.88,M,10.00,M,SCT,SCT,BKN,BKN,3000.00,4500.00,15000.00,20000.00,M,M,M,M,M,M,M,97.15,KMTN 071845Z 12003KT 10SM SCT030 SCT045 BKN150 BKN200 30/25 A2988
MTN,2019-07-07 15:45,87.80,78.80,74.77,120.00,7.00,0.00,29.87,M,10.00,M,SCT,BKN,BKN,M,3000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,102.37,KMTN 071945Z 12007KT 10SM SCT030TCU BKN150 BKN200 31/26 A2987 RMK TCU DSNT NW AND E
MTN,2019-07-07 16:45,89.60,75.20,62.68,120.00,8.00,0.00,29.86,M,10.00,M,SCT,SCT,SCT,M,3000.00,7000.00,15000.00,M,M,M,M,M,M,M,M,100.23,KMTN 072045Z 12008KT 10SM SCT030TCU SCT070 SCT150 32/24 A2986 RMK TCU OHD AND NW-E
MTN,2019-07-07 17:45,80.60,78.80,94.27,110.00,9.00,0.00,29.88,M,4.00,14.00,SCT,SCT,BKN,M,2600.00,3200.00,4600.00,M,M,M,M,M,M,M,M,89.33,KMTN 072145Z 11009G14KT 4SM SCT026 SCT32 BKN046 27/26 A2988
MTN,2019-07-07 18:45,78.80,77.00,94.23,100.00,6.00,0.00,29.87,M,10.00,M,SCT,BKN,BKN,M,5000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,82.75,KMTN 072245Z 10006KT 10SM SCT050 BKN090 BKN110 26/25 A2987
MTN,2019-07-07 19:45,78.80,77.00,94.23,90.00,5.00,0.00,29.88,M,10.00,M,SCT,BKN,M,M,3600.00,12000.00,M,M,M,M,M,M,M,M,M,82.75,KMTN 072345Z 09005KT 10SM SCT036 BKN120 26/25 A2988
MTN,2019-07-07 20:45,78.80,77.00,94.23,110.00,4.00,0.00,29.91,M,10.00,M,SCT,SCT,SCT,M,2800.00,6000.00,12000.00,M,M,M,M,M,M,M,M,82.75,KMTN 080045Z 11004KT 10SM SCT028 SCT060 SCT120 26/25 A2991
MTN,2019-07-07 22:03,77.00,75.20,94.19,90.00,9.00,0.00,29.92,M,10.00,M,SCT,BKN,BKN,M,1200.00,3500.00,12000.00,M,M,M,M,M,M,M,M,78.83,KMTN 080203Z AUTO 09009KT 10SM SCT012 BKN035 BKN120 25/24 A2992 RMK AO2
MTN,2019-07-07 22:21,77.00,75.20,94.19,90.00,9.00,0.00,29.92,M,10.00,M,BKN,OVC,M,M,1200.00,3500.00,M,M,M,M,M,M,M,M,M,78.83,KMTN 080221Z AUTO 09009KT 10SM BKN012 OVC035 25/24 A2992 RMK AO2
MTN,2019-07-07 22:42,77.00,73.40,88.67,100.00,9.00,0.00,29.92,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080242Z AUTO 10009KT 10SM OVC012 25/23 A2992 RMK AO2 LTG DSNT S
MTN,2019-07-07 23:03,77.00,73.40,88.67,80.00,7.00,0.00,29.93,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080303Z AUTO 08007KT 10SM OVC014 25/23 A2993 RMK AO2
MTN,2019-07-07 23:21,77.00,73.40,88.67,70.00,4.00,0.00,29.93,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080321Z AUTO 07004KT 10SM OVC014 25/23 A2993 RMK AO2 LTG DSNT N
MTN,2019-07-07 23:42,77.00,73.40,88.67,80.00,5.00,0.00,29.92,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080342Z AUTO 08005KT 10SM OVC014 25/23 A2992 RMK AO2
MTN,2019-07-08 00:03,77.00,73.40,88.67,70.00,9.00,0.00,29.92,M,10.00,M,BKN,BKN,OVC,M,1400.00,2100.00,3800.00,M,M,M,M,M,M,M,M,78.57,KMTN 080403Z AUTO 07009KT 10SM BKN014 BKN021 OVC038 25/23 A2992 RMK AO2
MTN,2019-07-08 00:21,77.00,73.40,88.67,60.00,6.00,0.00,29.91,M,10.00,M,BKN,BKN,BKN,M,1400.00,1900.00,3800.00,M,M,M,M,M,M,M,M,78.57,KMTN 080421Z AUTO 06006KT 10SM BKN014 BKN019 BKN038 25/23 A2991 RMK AO2
MTN,2019-07-08 00:42,77.00,73.40,88.67,60.00,4.00,0.00,29.91,M,10.00,M,SCT,SCT,M,M,1400.00,4400.00,M,M,M,M,M,M,M,M,M,78.57,KMTN 080442Z AUTO 06004KT 10SM SCT014 SCT044 25/23 A2991 RMK AO2
MTN,2019-07-08 01:03,77.00,73.40,88.67,80.00,4.00,0.00,29.92,M,10.00,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080503Z AUTO 08004KT 10SM BKN014 25/23 A2992 RMK AO2
MTN,2019-07-08 01:21,77.00,73.40,88.67,70.00,7.00,0.00,29.92,M,10.00,M,BKN,OVC,M,M,1400.00,1900.00,M,M,M,M,M,M,M,M,M,78.57,KMTN 080521Z AUTO 07007KT 10SM BKN014 OVC019 25/23 A2992 RMK AO2
MTN,2019-07-08 01:42,77.00,73.40,88.67,50.00,3.00,0.00,29.93,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,78.57,KMTN 080542Z AUTO 05003KT 10SM OVC014 25/23 A2993 RMK AO2
MTN,2019-07-08 02:03,77.00,73.40,88.67,80.00,7.00,0.00,29.91,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,RA,M,M,M,M,M,M,78.57,KMTN 080603Z AUTO 08007KT 10SM RA OVC014 25/23 A2991 RMK AO2
MTN,2019-07-08 02:21,75.20,73.40,94.14,70.00,5.00,0.00,29.91,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,-DZ,M,M,M,M,M,M,76.84,KMTN 080621Z AUTO 07005KT 10SM -DZ OVC014 24/23 A2991 RMK AO2
MTN,2019-07-08 02:42,75.20,73.40,94.14,80.00,5.00,0.00,29.91,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,-RA,M,M,M,M,M,M,76.84,KMTN 080642Z AUTO 08005KT 10SM -RA OVC012 24/23 A2991 RMK AO2
MTN,2019-07-08 03:03,75.20,73.40,94.14,70.00,6.00,0.01,29.90,M,10.00,M,BKN,OVC,M,M,1200.00,2500.00,M,M,-RA,M,M,M,M,M,M,76.84,KMTN 080703Z AUTO 07006KT 10SM -RA BKN012 OVC025 24/23 A2990 RMK AO2 P0001
MTN,2019-07-08 03:21,73.40,73.40,100.00,80.00,7.00,0.02,29.89,M,7.00,M,SCT,BKN,OVC,M,1100.00,1600.00,2300.00,M,RA,M,M,M,M,M,M,75.14,KMTN 080721Z AUTO 08007KT 7SM RA SCT011 BKN016 OVC023 23/23 A2989 RMK AO2 P0002
MTN,2019-07-08 03:42,73.40,73.40,100.00,80.00,6.00,0.05,29.89,M,7.00,M,OVC,M,M,M,1300.00,M,M,M,RA,M,M,M,M,M,M,75.14,KMTN 080742Z AUTO 08006KT 7SM RA OVC013 23/23 A2989 RMK AO2 P0005
MTN,2019-07-08 04:03,73.40,73.40,100.00,80.00,6.00,0.00,29.89,M,10.00,M,BKN,OVC,M,M,1000.00,1500.00,M,M,-RA,M,M,M,M,M,M,75.14,KMTN 080803Z AUTO 08006KT 10SM -RA BKN010 OVC015 23/23 A2989 RMK AO2
MTN,2019-07-08 04:21,73.40,73.40,100.00,80.00,5.00,0.00,29.89,M,10.00,M,BKN,BKN,OVC,M,1000.00,1800.00,3200.00,M,DZ,M,M,M,M,M,M,75.14,KMTN 080821Z AUTO 08005KT 10SM DZ BKN010 BKN018 OVC032 23/23 A2989 RMK AO2 LTG DSNT S
MTN,2019-07-08 04:42,73.40,73.40,100.00,90.00,7.00,0.00,29.88,M,10.00,M,BKN,BKN,OVC,M,1000.00,1600.00,3200.00,M,-DZ,M,M,M,M,M,M,75.14,KMTN 080842Z AUTO 09007KT 10SM -DZ BKN010 BKN016 OVC032 23/23 A2988 RMK AO2 LTG DSNT S
MTN,2019-07-08 05:03,73.40,73.40,100.00,70.00,5.00,0.00,29.88,M,10.00,M,BKN,OVC,M,M,1000.00,1400.00,M,M,M,M,M,M,M,M,M,75.14,KMTN 080903Z AUTO 07005KT 10SM BKN010 OVC014 23/23 A2988 RMK AO2
MTN,2019-07-08 05:21,73.40,73.40,100.00,70.00,6.00,0.00,29.89,M,10.00,M,BKN,OVC,M,M,1000.00,1700.00,M,M,M,M,M,M,M,M,M,75.14,KMTN 080921Z AUTO 07006KT 10SM BKN010 OVC017 23/23 A2989 RMK AO2
MTN,2019-07-08 05:30,73.40,73.40,100.00,60.00,5.00,0.00,29.89,M,10.00,M,BKN,OVC,M,M,1200.00,1700.00,M,M,M,M,M,M,M,M,M,75.14,KMTN 080930Z AUTO 06005KT 10SM BKN012 OVC017 23/23 A2989 RMK AO2
MTN,2019-07-08 05:45,75.20,75.20,100.00,60.00,6.00,0.00,29.89,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,-RA,M,M,M,M,M,M,77.12,KMTN 080945Z 06006KT 10SM -RA OVC012 24/24 A2989 RMK FIRST
MTN,2019-07-08 06:45,75.20,73.40,94.14,70.00,7.00,0.00,29.89,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,76.84,KMTN 081045Z 07007KT 10SM OVC012 24/23 A2989
MTN,2019-07-08 07:10,75.20,75.20,100.00,60.00,5.00,0.00,29.90,M,5.00,M,BKN,OVC,M,M,800.00,1200.00,M,M,RA,M,M,M,M,M,M,77.12,KMTN 081110Z 06005KT 5SM RA BKN008 OVC012 24/24 A2990
MTN,2019-07-08 07:45,73.40,73.40,100.00,70.00,9.00,0.00,29.91,M,3.00,15.00,BKN,OVC,M,M,800.00,1300.00,M,M,RA BR,M,M,M,M,M,M,75.14,KMTN 081145Z 07009G15KT 040V110 3SM RA BR BKN008 OVC013 23/23 A2991
MTN,2019-07-08 08:45,73.40,73.40,100.00,60.00,7.00,0.00,29.92,M,2.50,16.00,OVC,M,M,M,800.00,M,M,M,-RA BR,M,M,M,M,M,M,75.14,KMTN 081245Z 06007G16KT 2 1/2SM -RA BR OVC008 23/23 A2992
MTN,2019-07-08 09:17,73.40,73.40,100.00,50.00,8.00,0.00,29.93,M,3.00,M,OVC,M,M,M,600.00,M,M,M,-TSRA,M,M,M,M,M,M,75.14,KMTN 081317Z 05008KT 010V090 3SM -TSRA OVC006 23/23 A2993 RMK TSB17 OCNL LTGIC DSNT SW TS SW MOV S
MTN,2019-07-08 09:45,73.40,73.40,100.00,50.00,16.00,0.00,29.93,M,3.00,M,BKN,BKN,OVC,M,800.00,1200.00,1800.00,M,-RA BR,M,M,M,M,M,M,75.14,KMTN 081345Z 05016KT 3SM -RA BR BKN008 BKN012 OVC018 23/23 A2993 RMK TSB17E44 TS SW MOVD SE LTG VC AND DSNT SW
MTN,2019-07-08 10:20,73.40,73.40,100.00,70.00,14.00,0.00,29.94,M,8.00,M,BKN,BKN,OVC,M,1000.00,2900.00,4900.00,M,M,M,M,M,M,M,M,75.14,KMTN 081420Z 07014KT 8SM BKN010 BKN029 OVC049 23/23 A2994
MTN,2019-07-08 10:54,73.40,73.40,100.00,60.00,12.00,0.00,29.95,M,8.00,M,BKN,OVC,M,M,1000.00,5000.00,M,M,M,M,M,M,M,M,M,75.14,KMTN 081454Z 06012KT 8SM BKN010 OVC050 23/23 A2995
MTN,2019-07-08 11:20,73.40,73.40,100.00,40.00,13.00,0.00,29.95,M,8.00,M,SCT,BKN,OVC,M,800.00,1200.00,5000.00,M,M,M,M,M,M,M,M,75.14,KMTN 081520Z 04013KT 8SM SCT008 BKN012 OVC050 23/23 A2995
MTN,2019-07-08 11:54,73.40,73.40,100.00,40.00,11.00,0.00,29.96,M,8.00,M,BKN,BKN,OVC,M,1200.00,1900.00,5000.00,M,-RA,M,M,M,M,M,M,75.14,KMTN 081554Z 04011KT 350V080 8SM -RA BKN012 BKN019 OVC050 23/23 A2996
MTN,2019-07-08 12:45,75.20,71.60,88.59,50.00,14.00,0.00,29.98,M,10.00,M,BKN,BKN,OVC,M,1200.00,1600.00,2000.00,M,M,M,M,M,M,M,M,76.58,KMTN 081645Z 05014KT 10SM BKN012 BKN016 OVC020 24/22 A2998
MTN,2019-07-08 13:25,75.20,71.60,88.59,80.00,12.00,0.00,29.98,M,10.00,M,BKN,BKN,OVC,M,1700.00,2600.00,6000.00,M,M,M,M,M,M,M,M,76.58,KMTN 081725Z 08012KT 10SM BKN017 BKN026 OVC060 24/22 A2998
MTN,2019-07-08 13:54,75.20,69.80,83.32,70.00,11.00,0.00,29.98,M,10.00,M,SCT,OVC,M,M,2100.00,6000.00,M,M,M,M,M,M,M,M,M,76.34,KMTN 081754Z 07011KT 030V100 10SM SCT021 OVC060 24/21 A2998
MTN,2019-07-08 14:45,77.00,69.80,78.48,80.00,7.00,0.00,29.98,M,10.00,M,SCT,BKN,M,M,1900.00,6000.00,M,M,M,M,M,M,M,M,M,78.09,KMTN 081845Z 08007KT 10SM SCT019 BKN060 25/21 A2998
MTN,2019-07-08 15:45,78.80,68.00,69.52,0.00,0.00,0.00,29.96,M,10.00,M,SCT,BKN,M,M,1900.00,7000.00,M,M,M,M,M,M,M,M,M,81.10,KMTN 081945Z 00000KT 10SM SCT019 BKN070 26/20 A2996
MTN,2019-07-08 16:45,78.80,68.00,69.52,0.00,0.00,0.00,29.98,M,10.00,M,SCT,BKN,M,M,2500.00,7000.00,M,M,M,M,M,M,M,M,M,81.10,KMTN 082045Z 00000KT 10SM SCT025 BKN070 26/20 A2998
MTN,2019-07-08 17:45,77.00,68.00,73.78,40.00,4.00,0.00,29.98,M,10.00,M,SCT,BKN,M,M,4000.00,11000.00,M,M,M,M,M,M,M,M,M,77.00,KMTN 082145Z 04004KT 10SM SCT040 BKN110 25/20 A2998
MTN,2019-07-08 18:45,78.80,66.20,65.33,70.00,5.00,0.00,29.99,M,10.00,M,FEW,SCT,M,M,4000.00,11000.00,M,M,M,M,M,M,M,M,M,80.82,KMTN 082245Z 07005KT 10SM FEW040 SCT110 26/19 A2999
MTN,2019-07-08 19:45,77.00,66.20,69.33,60.00,4.00,0.00,30.01,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 082345Z 06004KT 10SM SCT110 25/19 A3001
MTN,2019-07-08 20:45,73.40,66.20,78.19,0.00,0.00,0.00,30.02,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 090045Z 00000KT 10SM SCT110 23/19 A3002
MTN,2019-07-08 21:45,73.40,68.00,83.21,0.00,0.00,0.00,30.03,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 090145Z 00000KT 10SM FEW110 23/20 A3003 RMK LAST
MTN,2019-07-08 22:03,69.80,68.00,94.01,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 090203Z AUTO 00000KT 10SM CLR 21/20 A3003 RMK AO2
MTN,2019-07-08 22:21,69.80,68.00,94.01,0.00,0.00,0.00,30.04,M,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 090221Z AUTO 00000KT 7SM CLR 21/20 A3004 RMK AO2
MTN,2019-07-08 22:42,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090242Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-08 23:03,69.80,68.00,94.01,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 090303Z AUTO 00000KT 10SM CLR 21/20 A3004 RMK AO2
MTN,2019-07-08 23:21,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090321Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-08 23:42,68.00,66.20,93.97,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090342Z AUTO 00000KT 10SM CLR 20/19 A3004 RMK AO2
MTN,2019-07-09 00:03,68.00,68.00,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090403Z AUTO 00000KT 10SM CLR 20/20 A3003 RMK AO2
MTN,2019-07-09 00:21,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090421Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-09 00:42,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090442Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-09 01:03,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090503Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-09 01:21,68.00,66.20,93.97,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090521Z AUTO 00000KT 10SM CLR 20/19 A3005 RMK AO2
MTN,2019-07-09 01:42,68.00,68.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090542Z AUTO 00000KT 10SM CLR 20/20 A3004 RMK AO2
MTN,2019-07-09 02:03,68.00,66.20,93.97,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090603Z AUTO 00000KT 10SM CLR 20/19 A3005 RMK AO2
MTN,2019-07-09 02:21,68.00,68.00,100.00,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 090621Z AUTO 00000KT 10SM CLR 20/20 A3005 RMK AO2
MTN,2019-07-09 02:42,66.20,66.20,100.00,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090642Z AUTO 00000KT 10SM CLR 19/19 A3005 RMK AO2
MTN,2019-07-09 03:03,66.20,66.20,100.00,290.00,3.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090703Z AUTO 29003KT 10SM CLR 19/19 A3005 RMK AO2
MTN,2019-07-09 03:21,66.20,66.20,100.00,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090721Z AUTO 00000KT 10SM CLR 19/19 A3005 RMK AO2
MTN,2019-07-09 03:42,66.20,66.20,100.00,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090742Z AUTO 00000KT 10SM CLR 19/19 A3005 RMK AO2
MTN,2019-07-09 04:03,66.20,66.20,100.00,0.00,0.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090803Z AUTO 00000KT 10SM CLR 19/19 A3006 RMK AO2
MTN,2019-07-09 04:21,66.20,66.20,100.00,0.00,0.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090821Z AUTO 00000KT 10SM CLR 19/19 A3006 RMK AO2
MTN,2019-07-09 04:42,64.40,64.40,100.00,290.00,3.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMTN 090842Z AUTO 29003KT 10SM CLR 18/18 A3006 RMK AO2
MTN,2019-07-09 05:03,64.40,64.40,100.00,290.00,3.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMTN 090903Z AUTO 29003KT 10SM CLR 18/18 A3006 RMK AO2
MTN,2019-07-09 05:21,66.20,66.20,100.00,290.00,3.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090921Z AUTO 29003KT 10SM CLR 19/19 A3006 RMK AO2
MTN,2019-07-09 05:45,66.20,66.20,100.00,300.00,3.00,0.00,30.06,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 090945Z 30003KT 10SM SCT250 19/19 A3006 RMK FIRST
MTN,2019-07-09 06:45,66.20,66.20,100.00,320.00,3.00,0.00,30.08,M,8.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 091045Z 32003KT 8SM FEW250 19/19 A3008
MTN,2019-07-09 07:45,73.40,69.80,88.51,310.00,6.00,0.00,30.10,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,74.60,KMTN 091145Z 31006KT 10SM FEW250 23/21 A3010
MTN,2019-07-09 08:45,75.20,69.80,83.32,0.00,0.00,0.00,30.10,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,76.34,KMTN 091245Z 00000KT 10SM SCT250 24/21 A3010
MTN,2019-07-09 09:45,80.60,69.80,69.71,0.00,0.00,0.00,30.10,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,83.90,KMTN 091345Z 00000KT 10SM SCT250 27/21 A3010
MTN,2019-07-09 10:45,80.60,71.60,74.11,150.00,6.00,0.00,30.10,M,10.00,M,SCT,SCT,M,M,4000.00,2500.00,M,M,M,M,M,M,M,M,M,84.57,KMTN 091445Z 15006KT 10SM SCT040 SCT025 27/22 A3010
MTN,2019-07-09 11:45,82.40,73.40,74.28,160.00,5.00,0.00,30.10,M,10.00,M,SCT,SCT,M,M,4000.00,2500.00,M,M,M,M,M,M,M,M,M,88.26,KMTN 091545Z 16005KT 10SM SCT040 SCT025 28/23 A3010
MTN,2019-07-09 12:45,82.40,73.40,74.28,140.00,6.00,0.00,30.10,M,10.00,M,SCT,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,88.26,KMTN 091645Z 14006KT 10SM SCT035 28/23 A3010
MTN,2019-07-09 13:45,84.20,71.60,65.95,140.00,7.00,0.00,30.10,M,10.00,M,SCT,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,89.60,KMTN 091745Z 14007KT 10SM SCT035 29/22 A3010
MTN,2019-07-09 14:45,84.20,69.80,62.03,150.00,8.00,0.00,30.08,M,10.00,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,88.43,KMTN 091845Z 15008KT 10SM SCT040 29/21 A3008
MTN,2019-07-09 15:45,86.00,69.80,58.55,130.00,6.00,0.00,30.07,M,10.00,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,90.58,KMTN 091945Z 13006KT 10SM SCT040 30/21 A3007
MTN,2019-07-09 16:45,86.00,69.80,58.55,130.00,6.00,0.00,30.06,M,10.00,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,90.58,KMTN 092045Z 13006KT 10SM SCT040 30/21 A3006
MTN,2019-07-09 17:45,84.20,69.80,62.03,140.00,5.00,0.00,30.05,M,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,88.43,KMTN 092145Z 14005KT 10SM FEW040 29/21 A3005
MTN,2019-07-09 18:45,84.20,69.80,62.03,150.00,7.00,0.00,30.05,M,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,88.43,KMTN 092245Z 15007KT 10SM FEW040 29/21 A3005
MTN,2019-07-09 19:45,82.40,71.60,69.90,160.00,6.00,0.00,30.05,M,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,87.18,KMTN 092345Z 16006KT 10SM FEW040 28/22 A3005
MTN,2019-07-09 20:50,80.60,71.60,74.11,160.00,5.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.57,KMTN 100050Z 16005KT 10SM SKC 27/22 A3005
MTN,2019-07-09 21:50,77.00,71.60,83.44,0.00,0.00,0.00,30.08,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100150Z 00000KT 10SM SCT055 25/22 A3008
MTN,2019-07-09 22:03,77.00,71.60,83.44,0.00,0.00,0.00,30.09,M,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100203Z AUTO 00000KT 10SM BKN055 25/22 A3009 RMK AO2
MTN,2019-07-09 22:21,77.00,71.60,83.44,0.00,0.00,0.00,30.09,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100221Z AUTO 00000KT 10SM OVC055 25/22 A3009 RMK AO2
MTN,2019-07-09 22:42,78.80,71.60,78.62,0.00,0.00,0.00,30.09,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,81.70,KMTN 100242Z AUTO 00000KT 10SM SCT055 26/22 A3009 RMK AO2
MTN,2019-07-09 23:03,77.00,71.60,83.44,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100303Z AUTO 00000KT 10SM CLR 25/22 A3008 RMK AO2 LTG DSNT S
MTN,2019-07-09 23:21,78.80,71.60,78.62,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.70,KMTN 100321Z AUTO 00000KT 10SM CLR 26/22 A3008 RMK AO2
MTN,2019-07-09 23:42,77.00,71.60,83.44,0.00,0.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100342Z AUTO 00000KT 10SM CLR 25/22 A3009 RMK AO2
MTN,2019-07-10 00:03,77.00,71.60,83.44,0.00,0.00,0.00,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100403Z AUTO 00000KT 10SM CLR 25/22 A3009 RMK AO2
MTN,2019-07-10 00:21,77.00,71.60,83.44,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.32,KMTN 100421Z AUTO 00000KT 10SM CLR 25/22 A3008 RMK AO2
MTN,2019-07-10 00:42,77.00,69.80,78.48,0.00,0.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.09,KMTN 100442Z AUTO 00000KT 10SM CLR 25/21 A3008 RMK AO2
