station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
MTN,2019-07-01 00:03,73.40,57.20,56.88,320.00,3.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 010403Z AUTO 32003KT 10SM CLR 23/14 A2992 RMK AO2
MTN,2019-07-01 00:21,73.40,57.20,56.88,310.00,3.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 010421Z AUTO 31003KT 10SM CLR 23/14 A2993 RMK AO2
MTN,2019-07-01 00:42,71.60,55.40,56.63,330.00,3.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 010442Z AUTO 33003KT 10SM CLR 22/13 A2994 RMK AO2
MTN,2019-07-01 01:03,69.80,55.40,60.21,320.00,3.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 010503Z AUTO 32003KT 10SM CLR 21/13 A2994 RMK AO2
MTN,2019-07-01 01:21,69.80,55.40,60.21,310.00,3.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 010521Z AUTO 31003KT 10SM CLR 21/13 A2995 RMK AO2
MTN,2019-07-01 01:42,68.00,55.40,64.04,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 010542Z AUTO 00000KT 10SM CLR 20/13 A2996 RMK AO2
MTN,2019-07-01 02:03,68.00,55.40,64.04,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 010603Z AUTO 00000KT 10SM CLR 20/13 A2996 RMK AO2
MTN,2019-07-01 02:21,68.00,55.40,64.04,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 010621Z AUTO 00000KT 10SM CLR 20/13 A2996 RMK AO2
MTN,2019-07-01 03:03,66.20,55.40,68.15,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 010703Z AUTO 00000KT 10SM CLR 19/13 A2996 RMK AO2
MTN,2019-07-01 03:21,66.20,55.40,68.15,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 010721Z AUTO 00000KT 10SM CLR 19/13 A2996 RMK AO2
MTN,2019-07-01 03:42,66.20,55.40,68.15,300.00,5.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 010742Z AUTO 30005KT 10SM CLR 19/13 A2996 RMK AO2
MTN,2019-07-01 04:03,66.20,55.40,68.15,310.00,4.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 010803Z AUTO 31004KT 10SM CLR 19/13 A2996 RMK AO2
MTN,2019-07-01 04:21,64.40,55.40,72.56,290.00,4.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMTN 010821Z AUTO 29004KT 10SM CLR 18/13 A2996 RMK AO2
MTN,2019-07-01 04:42,64.40,55.40,72.56,300.00,3.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMTN 010842Z AUTO 30003KT 10SM CLR 18/13 A2996 RMK AO2
MTN,2019-07-01 05:03,64.40,57.20,77.45,300.00,3.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KMTN 010903Z AUTO 30003KT 10SM CLR 18/14 A2997 RMK AO2
MTN,2019-07-01 05:21,62.60,55.40,77.29,300.00,4.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KMTN 010921Z AUTO 30004KT 10SM CLR 17/13 A2997 RMK AO2
MTN,2019-07-01 05:30,62.60,55.40,77.29,300.00,4.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KMTN 010930Z AUTO 30004KT 10SM CLR 17/13 A2996 RMK AO2
MTN,2019-07-01 05:50,62.60,57.20,82.50,320.00,5.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KMTN 010950Z 32005KT 10SM SKC 17/14 A2997
MTN,2019-07-01 06:45,66.20,59.00,77.60,320.00,5.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KMTN 011045Z 32005KT 10SM SKC 19/15 A2998
MTN,2019-07-01 07:45,69.80,59.00,68.55,320.00,5.00,0.00,29.99,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 011145Z 32005KT 10SM FEW250 21/15 A2999
MTN,2019-07-01 08:45,73.40,59.00,60.67,310.00,6.00,0.00,30.01,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 011245Z 31006KT 10SM FEW250 23/15 A3001
MTN,2019-07-01 09:45,75.20,60.80,60.90,310.00,5.00,0.00,30.01,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.20,KMTN 011345Z 31005KT 10SM SCT250 24/16 A3001
MTN,2019-07-01 10:45,77.00,60.80,57.36,310.00,6.00,0.00,30.01,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 011445Z 31006KT 10SM SCT250 25/16 A3001
MTN,2019-07-01 11:54,78.80,60.80,54.05,140.00,5.00,0.00,29.99,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,78.80,KMTN 011554Z 14005KT 10SM SCT055 26/16 A2999
MTN,2019-07-01 12:54,80.60,60.80,50.95,M,4.00,0.00,29.99,M,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,81.46,KMTN 011654Z VRB04KT 10SM SCT050 27/16 A2999
MTN,2019-07-01 13:45,80.60,62.60,54.30,150.00,5.00,0.00,29.99,M,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,81.84,KMTN 011745Z 15005KT 10SM SCT050 27/17 A2999
MTN,2019-07-01 14:45,82.40,64.40,54.55,140.00,7.00,0.00,29.98,M,10.00,M,SCT,SCT,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,83.98,KMTN 011845Z 14007KT 10SM SCT055 SCT250 28/18 A2998
MTN,2019-07-01 15:45,82.40,62.60,51.21,130.00,5.00,0.00,29.97,M,10.00,M,SCT,BKN,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,83.41,KMTN 011945Z 13005KT 10SM SCT055 BKN250 28/17 A2997
MTN,2019-07-01 16:45,84.20,62.60,48.32,160.00,6.00,0.00,29.96,M,10.00,M,FEW,FEW,SCT,M,5000.00,6500.00,25000.00,M,M,M,M,M,M,M,M,85.03,KMTN 012045Z 16006KT 10SM FEW050 FEW065 SCT250 29/17 A2996
MTN,2019-07-01 17:54,82.40,62.60,51.21,130.00,5.00,0.00,29.94,M,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,83.41,KMTN 012154Z 13005KT 10SM BKN250 28/17 A2994
MTN,2019-07-01 18:45,82.40,62.60,51.21,140.00,4.00,0.00,29.94,M,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,83.41,KMTN 012245Z 14004KT 10SM BKN250 28/17 A2994
MTN,2019-07-01 19:45,78.80,62.60,57.60,170.00,4.00,0.00,29.94,M,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,80.31,KMTN 012345Z 17004KT 10SM BKN250 26/17 A2994
MTN,2019-07-01 20:45,77.00,64.40,65.12,170.00,4.00,0.00,29.95,M,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 020045Z 17004KT 10SM BKN250 25/18 A2995
MTN,2019-07-01 21:45,77.00,64.40,65.12,180.00,4.00,0.00,29.95,M,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 020145Z 18004KT 10SM BKN250 25/18 A2995
MTN,2019-07-01 22:03,77.00,64.40,65.12,170.00,5.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 020203Z AUTO 17005KT 10SM CLR 25/18 A2995 RMK AO2
MTN,2019-07-01 22:21,77.00,64.40,65.12,170.00,5.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 020221Z AUTO 17005KT 10SM CLR 25/18 A2995 RMK AO2
MTN,2019-07-01 22:42,77.00,64.40,65.12,190.00,3.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KMTN 020242Z AUTO 19003KT 10SM CLR 25/18 A2996 RMK AO2
MTN,2019-07-01 23:03,75.20,64.40,69.14,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KMTN 020303Z AUTO 00000KT 10SM CLR 24/18 A2996 RMK AO2
MTN,2019-07-01 23:21,71.60,64.40,78.04,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020321Z AUTO 00000KT 10SM CLR 22/18 A2996 RMK AO2
MTN,2019-07-01 23:42,71.60,64.40,78.04,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020342Z AUTO 00000KT 10SM CLR 22/18 A2996 RMK AO2
MTN,2019-07-02 00:03,71.60,64.40,78.04,0.00,0.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020403Z AUTO 00000KT 10SM CLR 22/18 A2995 RMK AO2
MTN,2019-07-02 00:21,71.60,66.20,83.09,0.00,0.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020421Z AUTO 00000KT 10SM CLR 22/19 A2995 RMK AO2
MTN,2019-07-02 00:42,73.40,66.20,78.19,0.00,0.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 020442Z AUTO 00000KT 10SM CLR 23/19 A2995 RMK AO2
MTN,2019-07-02 01:03,71.60,66.20,83.09,0.00,0.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020503Z AUTO 00000KT 10SM CLR 22/19 A2995 RMK AO2
MTN,2019-07-02 01:21,69.80,66.20,88.34,0.00,0.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 020521Z AUTO 00000KT 10SM CLR 21/19 A2995 RMK AO2
MTN,2019-07-02 01:42,71.60,66.20,83.09,210.00,3.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020542Z AUTO 21003KT 10SM CLR 22/19 A2995 RMK AO2
MTN,2019-07-02 02:03,73.40,66.20,78.19,220.00,3.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 020603Z AUTO 22003KT 10SM CLR 23/19 A2995 RMK AO2
MTN,2019-07-02 02:21,73.40,66.20,78.19,210.00,3.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 020621Z AUTO 21003KT 10SM CLR 23/19 A2994 RMK AO2
MTN,2019-07-02 02:42,69.80,64.40,82.98,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 020642Z AUTO 00000KT 10SM CLR 21/18 A2994 RMK AO2
MTN,2019-07-02 03:03,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020703Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 03:21,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020721Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 03:42,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020742Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 04:03,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020803Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 04:21,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020821Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 04:42,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020842Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 05:03,68.00,64.40,88.26,220.00,3.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020903Z AUTO 22003KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 05:21,68.00,64.40,88.26,0.00,0.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020921Z AUTO 00000KT 10SM CLR 20/18 A2994 RMK AO2
MTN,2019-07-02 05:30,68.00,64.40,88.26,0.00,0.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMTN 020930Z AUTO 00000KT 10SM CLR 20/18 A2993 RMK AO2
MTN,2019-07-02 05:45,71.60,66.20,83.09,230.00,3.00,0.00,29.93,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.60,KMTN 020945Z 23003KT 10SM SCT250 22/19 A2993
MTN,2019-07-02 06:45,73.40,66.20,78.19,230.00,4.00,0.00,29.92,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.40,KMTN 021045Z 23004KT 10SM FEW250 23/19 A2992
MTN,2019-07-02 07:45,75.20,66.20,73.61,260.00,3.00,0.00,29.93,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.20,KMTN 021145Z 26003KT 10SM FEW250 24/19 A2993
MTN,2019-07-02 07:56,75.20,66.20,73.61,270.00,6.00,0.00,29.93,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.20,KMTN 021156Z 27006KT 10SM FEW250 24/19 A2993
MTN,2019-07-02 08:45,80.60,64.40,57.84,250.00,3.00,0.00,29.93,M,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.27,KMTN 021245Z 25003KT 10SM SCT250 27/18 A2993
MTN,2019-07-02 09:54,84.20,66.20,54.80,190.00,4.00,0.00,29.91,M,7.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,86.50,KMTN 021354Z 19004KT 7SM SCT250 29/19 A2991
MTN,2019-07-02 10:24,84.20,64.40,51.47,200.00,7.00,0.00,29.91,M,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,85.71,KMTN 021424Z 20007KT 10SM FEW050 SCT250 29/18 A2991
MTN,2019-07-02 10:54,87.80,66.20,48.84,160.00,7.00,0.00,29.90,M,10.00,M,SCT,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,90.31,KMTN 021454Z 16007KT 10SM SCT050 SCT250 31/19 A2990
MTN,2019-07-02 11:45,87.80,66.20,48.84,170.00,9.00,0.00,29.90,M,10.00,M,SCT,SCT,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,90.31,KMTN 021545Z 17009KT 10SM SCT065 SCT250 31/19 A2990
MTN,2019-07-02 12:45,89.60,68.00,49.10,180.00,10.00,0.00,29.88,M,10.00,M,SCT,SCT,SCT,M,5000.00,6500.00,25000.00,M,M,M,M,M,M,M,M,93.47,KMTN 021645Z 18010KT 10SM SCT050 SCT065 SCT250 32/20 A2988
MTN,2019-07-02 13:45,89.60,71.60,55.53,160.00,10.00,0.00,29.86,M,10.00,16.00,SCT,SCT,BKN,M,6500.00,10000.00,25000.00,M,M,M,M,M,M,M,M,96.41,KMTN 021745Z 16010G16KT 120V200 10SM SCT065 SCT100 BKN250 32/22 A2986
MTN,2019-07-02 14:45,89.60,71.60,55.53,200.00,4.00,0.00,29.84,M,10.00,M,SCT,BKN,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,96.41,KMTN 021845Z 20004KT 10SM SCT050 BKN065 32/22 A2984
MTN,2019-07-02 15:45,91.40,73.40,55.77,240.00,6.00,0.00,29.82,M,10.00,M,SCT,BKN,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,100.52,KMTN 021945Z 24006KT 10SM SCT055 BKN065 33/23 A2982
MTN,2019-07-02 16:45,89.60,75.20,62.68,140.00,7.00,0.00,29.81,M,10.00,M,BKN,BKN,M,M,5500.00,7500.00,M,M,M,M,M,M,M,M,M,100.23,KMTN 022045Z 14007KT 10SM BKN055 BKN075 32/24 A2981
MTN,2019-07-02 17:45,87.80,75.20,66.35,130.00,7.00,0.00,29.80,M,10.00,M,SCT,BKN,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,97.76,KMTN 022145Z 13007KT 10SM SCT060 BKN080 31/24 A2980
MTN,2019-07-02 18:54,89.60,69.80,52.23,220.00,10.00,0.00,29.79,M,10.00,15.00,SCT,SCT,BKN,M,6000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,94.85,KMTN 022254Z 22010G15KT 10SM SCT060 SCT100 BKN250 32/21 A2979 RMK CB DSNT W-NW MOV SE
MTN,2019-07-02 19:50,86.00,69.80,58.55,270.00,17.00,0.00,29.81,M,10.00,22.00,SCT,SCT,BKN,M,6000.00,7000.00,25000.00,M,TS,M,M,M,M,M,M,90.58,KMTN 022350Z 27017G22KT 10SM TS SCT060 SCT070 BKN250 30/21 A2981 RMK TSB49 OCNL LTG CCCG TS NW MOV SE
MTN,2019-07-02 20:35,80.60,69.80,69.71,250.00,9.00,0.00,29.83,M,10.00,16.00,SCT,BKN,M,M,12000.00,25000.00,M,M,-RA,M,M,M,M,M,M,83.90,KMTN 030035Z 25009G16KT 10SM -RA SCT120 BKN250 27/21 A2983 RMK TSE34 TS MOVD SE
MTN,2019-07-02 20:50,77.00,71.60,83.44,250.00,11.00,0.00,29.84,M,10.00,15.00,SCT,SCT,BKN,M,7000.00,12000.00,25000.00,M,-TSRA,M,M,M,M,M,M,78.32,KMTN 030050Z 25011G15KT 10SM -TSRA SCT070 SCT120 BKN250 25/22 A2984 RMK TSB49 OCNL LTGICCG TS OHD MOV E
MTN,2019-07-02 21:14,75.20,73.40,94.14,240.00,4.00,0.00,29.84,M,10.00,M,SCT,BKN,BKN,M,12000.00,16000.00,25000.00,M,RA,M,M,M,M,M,M,76.84,KMTN 030114Z 24004KT 10SM RA SCT120 BKN160 BKN250 24/23 A2984 RMK TSE13 TS MOVD E
MTN,2019-07-02 21:50,73.40,71.60,94.10,230.00,5.00,0.00,29.85,M,10.00,M,SCT,BKN,BKN,M,12000.00,16000.00,25000.00,M,-RA,M,M,M,M,M,M,74.86,KMTN 030150Z 23005KT 10SM -RA SCT120 BKN160 BKN250 23/22 A2985 RMK LAST
MTN,2019-07-02 22:03,73.40,71.60,94.10,250.00,4.00,0.00,29.85,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,-RA,M,M,M,M,M,M,74.86,KMTN 030203Z AUTO 25004KT 10SM -RA SCT120 23/22 A2985 RMK AO2
MTN,2019-07-02 22:21,73.40,71.60,94.10,240.00,4.00,0.00,29.86,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,74.86,KMTN 030221Z AUTO 24004KT 10SM SCT120 23/22 A2986 RMK AO2
MTN,2019-07-02 22:42,73.40,71.60,94.10,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.86,KMTN 030242Z AUTO 00000KT 10SM CLR 23/22 A2985 RMK AO2
MTN,2019-07-02 23:03,71.60,71.60,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030303Z AUTO 00000KT 10SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-02 23:21,71.60,71.60,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030321Z AUTO 00000KT 10SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-02 23:42,71.60,71.60,100.00,310.00,4.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030342Z AUTO 31004KT 10SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-03 00:03,71.60,71.60,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030403Z AUTO 00000KT 10SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-03 00:21,73.40,71.60,94.10,230.00,3.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.86,KMTN 030421Z AUTO 23003KT 10SM CLR 23/22 A2986 RMK AO2
MTN,2019-07-03 00:42,73.40,71.60,94.10,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.86,KMTN 030442Z AUTO 00000KT 10SM CLR 23/22 A2986 RMK AO2
MTN,2019-07-03 01:03,73.40,73.40,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.14,KMTN 030503Z AUTO 00000KT 10SM CLR 23/23 A2986 RMK AO2
MTN,2019-07-03 01:21,73.40,73.40,100.00,190.00,3.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.14,KMTN 030521Z AUTO 19003KT 10SM CLR 23/23 A2985 RMK AO2
MTN,2019-07-03 01:42,73.40,73.40,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.14,KMTN 030542Z AUTO 00000KT 10SM CLR 23/23 A2986 RMK AO2
MTN,2019-07-03 02:03,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030603Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 02:21,71.60,71.60,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030621Z AUTO 00000KT 10SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-03 02:42,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030642Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 03:03,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030703Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 03:21,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030721Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 03:42,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030742Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 04:03,71.60,71.60,100.00,0.00,0.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030803Z AUTO 00000KT 10SM CLR 22/22 A2984 RMK AO2
MTN,2019-07-03 04:21,71.60,71.60,100.00,0.00,0.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030821Z AUTO 00000KT 10SM CLR 22/22 A2984 RMK AO2
MTN,2019-07-03 04:42,71.60,71.60,100.00,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030842Z AUTO 00000KT 10SM CLR 22/22 A2985 RMK AO2
MTN,2019-07-03 05:03,71.60,71.60,100.00,0.00,0.00,0.00,29.86,M,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.16,KMTN 030903Z AUTO 00000KT 7SM CLR 22/22 A2986 RMK AO2
MTN,2019-07-03 05:21,69.80,69.80,100.00,0.00,0.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KMTN 030921Z AUTO 00000KT 10SM CLR 21/21 A2986 RMK AO2
MTN,2019-07-03 05:45,71.60,71.60,100.00,0.00,0.00,0.00,29.87,M,10.00,M,SCT,BKN,M,M,11000.00,25000.00,M,M,M,M,M,M,M,M,M,73.16,KMTN 030945Z 00000KT 10SM SCT110 BKN250 22/22 A2987 RMK FIRST
MTN,2019-07-03 06:45,73.40,73.40,100.00,0.00,0.00,0.00,29.87,M,10.00,M,SCT,SCT,BKN,M,9500.00,15000.00,25000.00,M,M,M,M,M,M,M,M,75.14,KMTN 031045Z 00000KT 10SM SCT095 SCT150 BKN250 23/23 A2987
MTN,2019-07-03 07:45,75.20,75.20,100.00,0.00,0.00,0.00,29.89,M,10.00,M,SCT,BKN,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,77.12,KMTN 031145Z 00000KT 10SM SCT150 BKN250 24/24 A2989
MTN,2019-07-03 08:45,80.60,75.20,83.66,310.00,3.00,0.00,29.90,M,10.00,M,BKN,BKN,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,86.17,KMTN 031245Z 31003KT 10SM BKN120 BKN250 27/24 A2990
